BeerID,Name,URL,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId,IsPils
14828,Belgian Blonde,/homebrew/recipe/view/471980/belgian-blonde,20,22.71,1.063,1.004,7.71,31.92,5.07,29.34,90,1.041,76.0,1.5,Specific Gravity,All Grain,0.75,19.44,Corn Sugar,,,False
58310,LB14 Saisonadoolic,/homebrew/recipe/view/471054/lb14-saisonadoolic,134,23.0,1.044,1.01,4.5,23.41,3.25,27.0,70,1.036,60.0,3.0,Specific Gravity,All Grain,0.35,24.0,,0.1,,False
19911,Czech Reindeer,/homebrew/recipe/view/390989/czech-reindeer,47,25.0,1.051,1.011,5.29,32.89,13.37,31.0,60,1.041,74.0,2.5,Specific Gravity,All Grain,1.75,11.0,Sugar,8g/l,,False
50045,Svart havremjölk,/homebrew/recipe/view/387224/,162,16.0,1.052,1.015,4.84,55.81,35.99,19.0,60,1.044,67.0,,Specific Gravity,BIAB,0.5,19.0,,,,False
51751,JuleAle 2016,/homebrew/recipe/view/378829/juleale-2016,116,20.0,1.081,1.02,8.1,44.64,24.51,23.5,60,1.069,75.0,3.2,Specific Gravity,All Grain,1.0,19.0,Sukkerlake,5 g sukker/l,,False
70276,Belgian Ale,/homebrew/recipe/view/599972/belgian-ale,24,21.0,1.0170000000000001,1.003,1.86,0.0,3.84,2.0,59,1.175,35.0,,Specific Gravity,extract,0.5,26.0,,,,False
50886,Table Rock IPA,/homebrew/recipe/view/374022/table-rock-ipa,7,45.42,1.054,1.008,5.95,170.3,6.01,51.1,60,1.048,85.0,1.5,Specific Gravity,All Grain,,20.0,,,,False
19038,Nenna Session IPA Lemon,/homebrew/recipe/view/431340/nenna-session-ipa-lemon,7,18.0,1.047,1.01,4.85,44.56,4.64,24.0,60,1.035,70.0,3.5,Specific Gravity,All Grain,0.75,18.0,Injection,2ml (5.5g/L) priming sugar,73648.0,False
5880,Bakke Brygg Imperial Brown Ale 50 l Speidel...,/homebrew/recipe/view/238927/bakke-brygg-imperial-brown-ale-50-l-speidel,6,50.0,1.074,1.015,7.83,42.75,25.34,54.0,60,1.069,68.0,,Specific Gravity,All Grain,,18.0,,,18325.0,False
37810,Kris Kringle Clone,/homebrew/recipe/view/283494/kris-kringle-clone,145,22.71,1.068,1.016,6.83,86.3,20.15,26.5,60,1.058,70.0,1.5,Specific Gravity,All Grain,1.25,19.44,,,,False
37327,Markd Pale Ale,/homebrew/recipe/view/233889/markd-pale-ale,10,18.93,1.062,1.016,6.1,73.06,9.69,22.71,60,1.052,75.0,,Specific Gravity,Partial Mash,,20.0,,,,False
31219,Falconers 2XIPA,/homebrew/recipe/view/310390/falconers-2xipa,7,19.87,1.089,1.02,9.02,61.71,12.49,26.5,90,1.067,70.0,1.25,Specific Gravity,All Grain,0.5,20.0,Keg,20 psi 24hrs,52702.0,False
42749,Aloha in Alaska  a Piña Colada NEIPA,/homebrew/recipe/view/473201/,7,24.61,1.062,1.011,6.64,53.49,5.14,27.44,30,1.055,72.0,,Specific Gravity,BIAB,0.35,22.22,,,60245.0,False
39676,2016 - 11/18 - November 2016 IPA,/homebrew/recipe/view/420038/2016-11-18-november-2016-ipa,7,21.96,1.054,1.01,5.82,67.61,9.75,27.44,60,1.043,60.0,1.5,Specific Gravity,All Grain,0.75,18.89,,,,False
19069,T.I.P.A.,/homebrew/recipe/view/211537/t-i-p-a-,7,18.93,1.057,1.016,5.38,74.53,5.3,11.36,70,1.094,70.0,,Specific Gravity,Partial Mash,,22.78,,,,False
62574,BrewDog Punk IPA (54L),/homebrew/recipe/view/546983/brewdog-punk-ipa-54l-,7,54.0,1.056,1.0090000000000001,6.04,41.53,7.49,60.0,90,1.05,80.0,4.58,Specific Gravity,All Grain,1.25,18.5,,,54979.0,False
12214,Vanilla Porter,/homebrew/recipe/view/313098/vanilla-porter,11,18.93,1.067,1.023,5.82,45.72,28.61,11.36,60,1.112,35.0,,Specific Gravity,extract,0.5,23.33,Dextrose,1/3 Cup,,False
19167,Imperial Rye IPA,/homebrew/recipe/view/227227/imperial-rye-ipa,86,15.0,1.074,1.016,7.64,80.23,12.23,21.0,60,1.053,60.0,3.0,Specific Gravity,All Grain,,18.0,,,6794.0,False
18914,PALE ALE,/homebrew/recipe/view/314421/pale-ale,10,11.36,1.047,1.008,5.11,32.24,4.83,15.14,60,1.035,63.0,,Specific Gravity,BIAB,,18.89,,,,False
64960,Smoked ale,/homebrew/recipe/view/476572/smoked-ale,9,20.82,1.08,1.02,7.88,0.0,5.78,28.39,60,1.0590000000000002,70.0,1.5,Specific Gravity,All Grain,1.25,21.11,,,,False
49506,Dicks Dunkel,/homebrew/recipe/view/357111/dicks-dunkel,61,20.82,1.0590000000000002,1.015,5.77,22.37,14.37,11.36,60,1.109,35.0,,Specific Gravity,extract,0.35,17.78,,,,False
54290,Cascade NEIPA,/homebrew/recipe/view/557783/cascade-neipa,10,20.82,1.071,1.014,7.53,37.7,4.38,28.39,60,1.052,80.0,1.5,Specific Gravity,All Grain,0.75,18.89,,,,False
20167,Svlobber,/homebrew/recipe/view/426107/svlobber,34,15.14,1.065,1.014,6.72,23.67,18.72,18.93,60,1.052,65.0,1.0,Specific Gravity,All Grain,0.75,20.0,,,,False
2483,Shipyard pumpkinhead clone,/homebrew/recipe/view/269961/shipyard-pumpkinhead-clone,75,18.93,1.053,1.012,5.33,20.78,4.08,26.5,60,1.038,75.0,2.0,Specific Gravity,All Grain,0.35,20.0,,,38678.0,False
65793,Spelt Saison,/homebrew/recipe/view/509145/spelt-saison,134,23.0,1.054,1.0090000000000001,5.96,29.48,6.82,27.5,90,1.045,75.0,,Specific Gravity,BIAB,0.75,22.0,sugar,,92682.0,False
13651,Gooseberry IPA,/homebrew/recipe/view/426037/gooseberry-ipa,7,22.71,1.072,1.016,7.36,69.66,5.24,28.39,60,1.058,80.0,1.5,Specific Gravity,All Grain,,17.78,,,,False
46318,IPA rapide,/homebrew/recipe/view/368927/ipa-rapide,9,20.5,1.057,1.011,6.03,82.08,6.61,24.0,80,1.048,82.0,3.0,Specific Gravity,All Grain,,22.0,,,,False
28131,Aberdeen Angus ( krattetæn),/homebrew/recipe/view/309823/,136,25.0,1.05,1.013,4.87,23.64,20.75,37.0,60,1.034,70.0,1.5,Specific Gravity,All Grain,0.35,15.0,,,23581.0,False
26905,Nykirke IPA,/homebrew/recipe/view/232837/nykirke-ipa,65,70.0,1.052,1.01,5.46,46.25,11.5,80.0,60,1.045,70.0,3.0,Specific Gravity,All Grain,,18.0,,,,False
22574,Citra Pale Ale (Etter Bakke Brygg),/homebrew/recipe/view/321799/citra-pale-ale-etter-bakke-brygg-,10,25.0,1.051,1.0090000000000001,5.51,39.87,4.97,30.0,60,1.043,68.0,,Specific Gravity,All Grain,0.35,18.0,Sukkerlake,6 g sukker/l,,False
66366,Vesper Saison,/homebrew/recipe/view/543624/vesper-saison,134,20.82,1.048,1.01,4.95,31.44,6.83,28.39,75,1.035,75.0,1.25,Specific Gravity,All Grain,,23.89,,,,False
25617,Kitchen Sink Mead,/homebrew/recipe/view/350637/kitchen-sink-mead,142,9.46,1.117,1.0290000000000001,11.56,0.0,18.54,9.46,60,1.117,70.0,1.5,Specific Gravity,All Grain,,20.0,,,,False
16204,Juleøl,/homebrew/recipe/view/269820/,145,21.0,1.068,1.0170000000000001,6.75,34.46,23.7,25.0,80,1.057,75.0,,Specific Gravity,BIAB,,21.0,,,,False
61993,Cookies N Cream Porter,/homebrew/recipe/view/533803/cookies-n-cream-porter,11,1324.89,1.0590000000000002,1.018,5.27,23.56,23.79,1324.89,60,1.0590000000000002,75.0,1.5,Specific Gravity,All Grain,,20.0,,,,False
70190,Ace of Spades,/homebrew/recipe/view/583684/ace-of-spades,148,20.82,1.063,1.0170000000000001,5.99,62.98,35.69,23.09,60,1.057,68.0,1.5,Specific Gravity,All Grain,1.0,20.0,,,,False
69595,Cherry Stout,/homebrew/recipe/view/591916/cherry-stout,72,37.85,1.08,1.0170000000000001,8.2,44.78,40.31,47.32,60,1.064,75.0,1.5,Specific Gravity,All Grain,1.0,19.44,,,91046.0,False
12013,EdWort's Haus Pale Ale,/homebrew/recipe/view/148937/edwort-s-haus-pale-ale,10,9.46,1.052,1.011,5.46,40.39,4.5,16.09,60,1.031,75.0,1.25,Specific Gravity,All Grain,,20.0,,,20648.0,False
43386,La Marina Steam,/homebrew/recipe/view/453099/la-marina-steam,38,20.82,1.051,1.015,4.77,32.48,9.2,28.39,60,1.038,70.0,1.5,Specific Gravity,All Grain,0.35,17.22,,,,False
48357,Lasses Sommaröl 2016,/homebrew/recipe/view/350446/,134,23.0,1.044,1.004,5.35,47.51,5.24,23.0,60,1.044,65.0,2.5,Specific Gravity,All Grain,0.75,23.0,sugar,8g/l,,False
30742,Brux-like trois IPA,/homebrew/recipe/view/402748/brux-like-trois-ipa,7,19.87,1.079,1.012,8.86,90.1,4.52,27.44,75,1.057,85.0,1.33,Specific Gravity,All Grain,1.0,22.22,,,,False
51920,Roggenbier,/homebrew/recipe/view/380599/roggenbier,131,13.25,1.055,1.013,5.52,16.88,15.12,17.03,90,1.043,60.0,,Specific Gravity,Partial Mash,0.35,16.67,,,,False
34657,Kiwi Express,/homebrew/recipe/view/256610/kiwi-express,7,18.93,1.069,1.012,7.46,53.25,5.18,24.23,60,1.054,78.0,1.25,Specific Gravity,All Grain,0.35,21.11,,,,False
6839,APA_Amarillo III,/homebrew/recipe/view/245399/apa-amarillo-iii,10,500.0,14.2,4.1,5.47,32.92,4.33,509.0,60,14.0,75.0,3.0,Plato,All Grain,,22.0,,,47512.0,False
72954,Blue Pearl Oyster Stout,/homebrew/recipe/view/619834/blue-pearl-oyster-stout,12,20.82,1.0490000000000002,1.008,5.41,30.85,28.61,28.39,60,1.036,55.0,1.5,Specific Gravity,All Grain,,20.0,,,,False
24747,Amarillo Blonde #2,/homebrew/recipe/view/262937/amarillo-blonde-2,30,20.82,1.0390000000000001,1.0070000000000001,4.27,23.02,5.67,15.14,60,1.054,70.0,,Specific Gravity,BIAB,,21.11,,,42612.0,False
21858,Pogonip Saison,/homebrew/recipe/view/334242/pogonip-saison,175,64.35,1.054,1.01,5.88,29.55,4.8,73.82,60,1.047,70.0,1.5,Specific Gravity,All Grain,,23.89,,,,False
38049,Citrus Explosion IPA,/homebrew/recipe/view/456882/citrus-explosion-ipa,7,18.93,1.064,1.0170000000000001,6.11,99.65,9.34,11.36,60,1.1059999999999999,40.0,,Specific Gravity,extract,,18.89,,,,False
54193,Lowfold Best,/homebrew/recipe/view/492116/lowfold-best,28,21.0,1.045,1.012,4.39,32.27,11.24,26.0,60,1.036,63.0,5.0,Specific Gravity,All Grain,0.75,18.0,,,,False
4160,Belgisk Dubbel,/homebrew/recipe/view/297810/belgisk-dubbel,22,25.0,1.062,1.012,6.48,22.6,15.14,30.0,60,1.043,75.0,,Specific Gravity,BIAB,0.75,18.0,,,,False
17093,Mosaic IPA,/homebrew/recipe/view/250049/mosaic-ipa,7,20.0,11.8017,2.02552,5.2,73.73,6.13,25.0,60,9.5,53.0,,Plato,BIAB,0.75,18.0,,,6721.0,False
4318,Dark New One,/homebrew/recipe/view/37157/dark-new-one,132,17.03,1.111,1.025,11.32,133.92,40.0,22.71,60,,35.0,,Specific Gravity,extract,1.0,20.0,,,10664.0,False
43935,Fancypants Tripel,/homebrew/recipe/view/451790/fancypants-tripel,26,20.82,1.085,1.015,9.28,25.18,5.52,27.44,60,1.065,70.0,,Specific Gravity,BIAB,1.0,20.0,,,,False
14039,Tukun Chocolate,/homebrew/recipe/view/351707/tukun-chocolate,6,35.96,1.048,1.012,4.79,10.09,19.92,41.64,60,1.042,88.0,1.5,Specific Gravity,All Grain,0.35,18.33,,,,False
16642,Traditional Oktoberfest,/homebrew/recipe/view/253303/traditional-oktoberfest,115,24.61,1.063,1.016,6.15,21.96,11.18,30.28,60,1.051,75.0,1.5,Specific Gravity,All Grain,1.5,10.0,,,19498.0,False
39128,The Anecdote - #14 split batch,/homebrew/recipe/view/387300/the-anecdote-14-split-batch,7,6.81,1.056,1.013,5.71,51.37,4.67,9.46,60,1.037,70.0,,Specific Gravity,BIAB,0.75,18.33,,,51201.0,False
67311,Booch IPA,/homebrew/recipe/view/574187/booch-ipa,7,20.82,1.053,1.013,5.17,178.61,5.62,28.39,60,1.0390000000000001,75.0,1.75,Specific Gravity,All Grain,1.0,20.0,,,1100.0,False
57833,IPA Mangue,/homebrew/recipe/view/485035/ipa-mangue,7,18.0,1.057,1.011,6.01,61.5,6.9,21.0,60,1.0490000000000002,65.0,3.0,Specific Gravity,All Grain,0.5,21.0,,,,False
12200,Rote Ziege Smokelbock,/homebrew/recipe/view/315823/rote-ziege-smokelbock,54,20.82,1.073,1.0190000000000001,7.16,26.51,14.78,24.61,60,1.062,72.0,1.25,Specific Gravity,All Grain,,11.11,,,32556.0,False
48782,Sierra Nevada Pale Ale (Clone),/homebrew/recipe/view/460572/sierra-nevada-pale-ale-clone-,10,20.82,1.05,1.011,5.17,31.5,7.35,30.28,90,1.034,75.0,1.5,Specific Gravity,All Grain,0.75,21.11,Dextrose,7oz,,False
66735,Red rye final,/homebrew/recipe/view/588534/red-rye-final,7,17.0,1.061,1.0190000000000001,5.58,42.07,14.69,20.0,60,1.052,80.0,3.0,Specific Gravity,All Grain,0.35,20.0,,,,False
18987,Blonde Ale Mittelfruh,/homebrew/recipe/view/256572/blonde-ale-mittelfruh,39,24.0,1.048,1.011,4.95,25.2,3.95,29.0,90,1.04,80.0,5.0,Specific Gravity,All Grain,,80.0,,,,False
38107,Good Nite Cherry Stout,/homebrew/recipe/view/433162/good-nite-cherry-stout,162,11.36,1.052,1.013,5.13,21.45,28.1,18.93,60,1.031,70.0,0.7,Specific Gravity,All Grain,,20.0,,,45429.0,False
39244,Kölsch,/homebrew/recipe/view/439176/Kölsch,94,9.5,1.0490000000000002,1.0090000000000001,5.25,27.99,3.92,13.0,60,1.036,55.0,,Specific Gravity,extract,,18.0,,,,False
71314,2018 Cream,/homebrew/recipe/view/616712/2018-cream,45,20.82,1.052,1.013,5.1,21.24,3.4,26.5,60,1.041,70.0,1.5,Specific Gravity,All Grain,0.75,18.33,,,,False
31720,Hop Ottin' Clone,/homebrew/recipe/view/386494/hop-ottin-clone,7,20.82,1.06,1.013,6.12,90.25,11.13,28.39,60,1.044,65.0,1.25,Specific Gravity,All Grain,,18.33,,,,False
7996,Blonde Ale 2016,/homebrew/recipe/view/203647/blonde-ale-2016,30,25.0,1.052,1.01,5.55,26.9,4.05,30.5,90,1.043,80.0,3.68,Specific Gravity,All Grain,0.75,21.0,,,,False
18349,Dessert Ale,/homebrew/recipe/view/315774/dessert-ale,138,21.0,1.06,1.014,6.08,24.9,50.0,32.5,60,1.0390000000000001,69.0,3.0,Specific Gravity,All Grain,,19.0,,,,False
36204,Brew Bombers Marzen,/homebrew/recipe/view/440814/brew-bombers-marzen,102,21.01,1.061,1.014,6.1,27.52,11.14,24.98,60,1.051,70.0,1.6,Specific Gravity,All Grain,1.5,11.11,,,,False
56813,Bell's Two Hearted Ale Clone,/homebrew/recipe/view/489043/bell-s-two-hearted-ale-clone,10,41.64,1.069,1.015,7.11,75.31,6.54,47.7,75,1.06,70.0,1.25,Specific Gravity,All Grain,0.5,21.11,,,63794.0,False
21636,May Day Kölsch,/homebrew/recipe/view/240634/may-day-Kölsch,94,18.93,1.052,1.013,5.08,4.52,6.16,20.82,60,1.047,35.0,,Specific Gravity,extract,,23.89,,,,False
69802,Basic Bro Pale V1,/homebrew/recipe/view/577428/basic-bro-pale-v1,10,23.0,1.046,1.008,5.0,30.79,6.88,30.0,60,1.035,65.0,4.0,Specific Gravity,All Grain,,18.0,,,95535.0,False
49238,Yellow budgie,/homebrew/recipe/view/411287/yellow-budgie,10,42.0,1.0590000000000002,1.015,5.7,42.28,4.96,56.0,60,1.044,75.0,,Specific Gravity,BIAB,,18.0,,,,False
14252,Duvel Clone,/homebrew/recipe/view/264480/duvel-clone,25,20.82,1.091,1.022,9.02,32.31,12.13,26.88,75,1.07,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,,,,False
6804,Hepne brygg #4,/homebrew/recipe/view/142623/hepne-brygg-4,86,20.0,1.082,1.016,9.18,101.34,11.41,24.0,60,1.068,68.0,,Specific Gravity,BIAB,1.0,18.0,,,28509.0,False
649,Pumpkin of 9 Grains,/homebrew/recipe/view/158057/pumpkin-of-9-grains,85,20.82,1.061,1.014,6.14,35.88,15.48,26.5,60,1.048,70.0,1.38,Specific Gravity,All Grain,1.0,19.44,Dextrose,,17196.0,False
21051,Tom's Red,/homebrew/recipe/view/218877/tom-s-red,92,20.82,1.055,1.015,5.31,24.39,18.42,24.61,60,1.047,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,,,28874.0,False
48714,I Heart Beer,/homebrew/recipe/view/406971/i-heart-beer,7,22.0,1.065,1.011,7.15,76.12,8.04,28.5,75,1.05,68.0,,Specific Gravity,BIAB,0.5,18.0,brewing sugar,,,False
3572,Christmas Pyre 2014,/homebrew/recipe/view/96186/christmas-pyre-2014,5,24.61,1.09,1.018,9.48,117.77,12.43,30.28,90,1.073,80.0,,Specific Gravity,All Grain,1.0,17.78,Corn sugar,,5385.0,False
37532,Spring APA SUB,/homebrew/recipe/view/187304/spring-apa-sub,10,21.0,1.062,1.0170000000000001,5.89,46.15,10.29,25.0,60,1.052,75.0,4.1,Specific Gravity,All Grain,,19.0,,,1046.0,False
22985,Oatmeal Stout,/homebrew/recipe/view/300685/oatmeal-stout,162,20.82,1.057,1.0190000000000001,4.97,29.38,36.52,26.12,60,1.045,69.0,,Specific Gravity,All Grain,0.75,20.0,,,,False
4239,Coconut Coffee Porter w/Macadamia Nuts,/homebrew/recipe/view/259708/coconut-coffee-porter-w-macadamia-nuts,129,20.82,1.081,1.018,8.21,41.09,41.15,24.61,60,1.069,75.0,1.33,Specific Gravity,All Grain,0.35,22.22,,,,False
73027,La Rubia,/homebrew/recipe/view/606870/la-rubia,30,100.0,1.044,1.0070000000000001,4.83,25.02,3.97,110.0,60,1.04,80.0,3.0,Specific Gravity,All Grain,0.75,19.0,,,,False
70720,Påskeøl,/homebrew/recipe/view/597874/,30,21.0,1.069,1.014,7.17,26.37,4.74,28.5,70,1.051,75.0,4.6,Specific Gravity,All Grain,,17.0,,,48928.0,False
8292,Bavarian Hefeweizen,/homebrew/recipe/view/208169/bavarian-hefeweizen,170,18.93,1.06,1.015,5.95,11.66,4.62,28.39,60,1.04,70.0,1.2,Specific Gravity,All Grain,0.35,20.0,,,,False
47697,Saisons in the Sun,/homebrew/recipe/view/231038/saisons-in-the-sun,134,20.82,1.053,1.01,5.54,43.8,7.45,26.5,60,1.041,60.0,,Specific Gravity,BIAB,0.35,23.89,,,,False
3627,Blood Orange Gose,/homebrew/recipe/view/422618/blood-orange-gose,82,20.82,1.044,1.008,4.74,0.0,3.42,20.82,0,1.044,68.0,1.5,Specific Gravity,All Grain,,20.0,,,46664.0,False
1097,Ginger Beer #3 - Citra,/homebrew/recipe/view/70561/ginger-beer-3-citra,155,23.0,1.045,1.013,4.14,18.41,5.61,27.0,60,1.038,55.0,5.0,Specific Gravity,All Grain,0.35,22.0,,,,False
20406,HIghlands Wee Heavy,/homebrew/recipe/view/253833/highlands-wee-heavy,160,20.82,1.079,1.018,7.98,32.48,20.84,24.61,60,1.067,70.0,1.25,Specific Gravity,All Grain,,23.89,,,41413.0,False
43353,BrettMo,/homebrew/recipe/view/426685/brettmo,7,19.87,16.6265,3.7139800000000003,7.03,77.07,8.47,24.61,60,13.6,70.0,1.33,Plato,All Grain,0.35,21.11,Forced,,,False
50501,Panic Button ABA,/homebrew/recipe/view/359927/panic-button-aba,6,20.82,1.051,1.013,5.07,42.42,22.44,28.39,60,1.038,68.0,1.43,Specific Gravity,All Grain,1.0,18.33,,,,False
52443,Pale Ale,/homebrew/recipe/view/421815/pale-ale,30,35.0,1.05,1.013,4.93,30.82,7.87,40.0,60,1.044,65.0,3.0,Specific Gravity,All Grain,0.75,18.0,,,,False
35066,California Common,/homebrew/recipe/view/391170/california-common,38,45.42,1.052,1.016,4.75,44.36,9.81,54.89,60,1.043,75.0,1.5,Specific Gravity,All Grain,1.0,16.67,,,19329.0,False
51640,Lambic 2017,/homebrew/recipe/view/460087/lambic-2017,98,75.71,1.051,1.005,6.04,0.0,3.91,79.49,60,1.0490000000000002,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,,,,False
58891,Enjoy By Double IPA Clone,/homebrew/recipe/view/509570/enjoy-by-double-ipa-clone,7,22.71,1.079,1.013,8.63,138.8,5.49,28.39,90,1.063,70.0,1.25,Specific Gravity,All Grain,1.0,19.44,,,,False
27065,Genus mild,/homebrew/recipe/view/452298/genus-mild,53,20.82,1.04,1.011,3.84,16.3,12.43,28.39,60,1.03,35.0,,Specific Gravity,extract,0.35,18.89,,,49703.0,False
14302,Day Drinker,/homebrew/recipe/view/342094/day-drinker,55,23.66,1.055,1.013,5.49,33.24,5.52,28.39,90,1.046,70.0,1.5,Specific Gravity,All Grain,,10.0,,,,False
2015,21st Ammendment Hell or High Watermelon Whea...,/homebrew/recipe/view/266115/21st-ammendment-hell-or-high-watermelon-wheat-clone-partial-mash,15,20.82,1.0490000000000002,1.014,4.59,14.62,3.89,11.36,60,1.09,70.0,,Specific Gravity,Partial Mash,,18.33,,,,False
45562,April pale ale,/homebrew/recipe/view/347414/april-pale-ale,10,20.82,1.063,1.012,6.66,59.1,18.78,28.39,60,1.046,66.0,1.5,Specific Gravity,All Grain,,20.0,,,,False
62427,Hoppy Pale ale,/homebrew/recipe/view/558217/hoppy-pale-ale,10,45.42,1.053,1.014,5.16,49.58,6.89,53.0,60,1.045,80.0,1.5,Specific Gravity,All Grain,,16.67,,,5889.0,False
47922,Maisblond el dorado,/homebrew/recipe/view/460446/maisblond-el-dorado,24,23.0,1.056,1.013,5.64,28.83,2.69,28.0,60,1.046,75.0,2.7,Specific Gravity,All Grain,,21.0,,,,False
30864,Rafa Vienna Lager 8,/homebrew/recipe/view/312310/rafa-vienna-lager-8,167,14.0,1.0490000000000002,1.0090000000000001,5.25,29.84,10.24,18.0,90,1.038,69.0,2.5,Specific Gravity,All Grain,1.5,9.0,,,,False
2605,B1D American IPA ? 04.03.15,/homebrew/recipe/view/224367/b1d-american-ipa-04-03-15,7,39.75,1.087,1.023,8.43,44.83,8.56,53.0,70,1.065,81.0,,Specific Gravity,BIAB,2.0,18.33,,,34701.0,False
3750,Jul Äle,/homebrew/recipe/view/78004/,68,4.5,1.056,1.0170000000000001,5.27,40.16,22.18,8.0,60,1.032,75.0,,Specific Gravity,BIAB,,22.0,,,18597.0,False
52495,Amber,/homebrew/recipe/view/355326/amber,7,18.93,1.069,1.013,7.33,68.62,8.35,22.71,60,1.057,25.0,,Specific Gravity,extract,,21.11,,,,False
58381,Julius Pettersens Juleøl,/homebrew/recipe/view/533651/,36,25.0,1.0659999999999998,1.022,5.74,40.56,26.3,32.0,90,1.051,70.0,3.0,Specific Gravity,All Grain,0.5,19.0,,,,False
25005,Tolocan 33,/homebrew/recipe/view/281931/tolocan-33,144,19.0,1.006,1.001,0.64,0.0,1.5,19.0,60,1.006,35.0,3.0,Specific Gravity,All Grain,0.5,68.0,,,,False
27171,Centennial Blonde 10g,/homebrew/recipe/view/345999/centennial-blonde-10g,30,41.64,1.04,1.008,4.26,21.02,3.71,46.37,60,1.036,70.0,,Specific Gravity,BIAB,0.75,20.0,,,43574.0,False
42816,North African Mint,/homebrew/recipe/view/468922/north-african-mint,10,7.57,1.0659999999999998,1.013,7.04,26.3,5.78,9.46,60,1.053,80.0,1.5,Specific Gravity,All Grain,,15.56,,,90851.0,False
27629,Vestkyst extract,/homebrew/recipe/view/248641/vestkyst-extract,7,10.0,1.081,1.0270000000000001,7.1,64.18,14.46,11.0,60,1.074,0.0,,Specific Gravity,extract,1.0,19.0,,,,False
2071,Monkey Island Stout,/homebrew/recipe/view/220918/monkey-island-stout,12,18.93,1.069,1.018,6.69,35.1,38.92,28.39,60,1.046,60.0,1.25,Specific Gravity,All Grain,0.35,21.11,,,22182.0,False
53059,Kiaburr Crystal 2017 Revamp,/homebrew/recipe/view/435501/kiaburr-crystal-2017-revamp,7,26.5,13.3101,2.45878,5.81,37.52,9.46,28.0,90,12.6,70.0,6.0,Plato,All Grain,,16.0,,,,False
45897,Bob's Cream Ale,/homebrew/recipe/view/461039/bob-s-cream-ale,45,18.93,1.052,1.01,5.45,20.08,3.39,24.61,60,1.04,65.0,,Specific Gravity,BIAB,0.35,21.11,,,,False
35528,Swejen,/homebrew/recipe/view/260292/swejen,21,18.93,1.1,1.022,10.24,21.76,23.95,28.39,60,1.0659999999999998,70.0,1.5,Specific Gravity,All Grain,,20.0,,,34210.0,False
16594,Blue State Red,/homebrew/recipe/view/134778/blue-state-red,7,18.93,1.074,1.0170000000000001,7.38,48.66,15.23,25.02,60,1.056,70.0,1.25,Specific Gravity,All Grain,0.35,21.11,,,22182.0,False
36338,Galaxy IPA,/homebrew/recipe/view/471228/galaxy-ipa,7,11.36,1.07,1.013,7.4,74.07,6.19,15.14,60,1.052,65.0,1.5,Specific Gravity,All Grain,0.75,20.0,,,,False
73442,'Belgian' Blonde S.M.A.S.H.,/homebrew/recipe/view/595470/-belgian-blonde-s-m-a-s-h-,24,20.82,1.063,1.0170000000000001,6.07,20.08,3.74,24.61,60,1.054,70.0,,Specific Gravity,BIAB,,20.0,,,,False
46533,House IPA #6,/homebrew/recipe/view/372022/house-ipa-6,7,20.0,1.06,1.01,6.55,43.79,5.64,23.0,60,1.052,70.0,,Specific Gravity,BIAB,0.75,18.0,,,,False
34824,Really An IPA part 1,/homebrew/recipe/view/232571/really-an-ipa-part-1,7,20.82,1.057,1.013,5.75,121.64,5.41,11.36,60,1.105,45.0,,Specific Gravity,extract,0.5,21.11,dextrose,~110g,,False
62819,YNF v3,/homebrew/recipe/view/543582/ynf-v3,7,17.03,1.062,1.011,6.67,45.6,9.43,24.61,60,1.043,75.0,,Specific Gravity,BIAB,0.35,20.0,,,88637.0,False
35919,Kiawah Island,/homebrew/recipe/view/344398/kiawah-island,68,22.71,1.056,1.016,5.29,50.48,7.22,24.61,60,1.052,35.0,,Specific Gravity,extract,0.75,21.11,,,48812.0,False
13513,MA Belgian Bruin,/homebrew/recipe/view/247306/ma-belgian-bruin,25,1000.0,16.962,3.8294099999999998,7.16,22.77,19.09,1130.0,90,15.1,90.0,3.2,Plato,All Grain,1.25,23.0,,,,False
64000,Eggejakta,/homebrew/recipe/view/557094/eggejakta,169,30.0,1.061,1.013,6.24,20.17,4.61,28.5,90,1.064,75.0,,Specific Gravity,BIAB,1.0,21.0,sugar cube,1 pr 0.33 bottle,,False
56958,03B. Czech Premium Pale Lager,/homebrew/recipe/view/530512/03b-czech-premium-pale-lager,50,20.82,1.052,1.016,4.74,38.26,4.5,28.39,60,1.038,72.0,1.5,Specific Gravity,All Grain,1.75,11.11,,,,False
54231,Pale Ale 1 gal,/homebrew/recipe/view/397964/pale-ale-1-gal,10,4.16,1.054,1.014,5.33,11.2,5.48,4.35,60,1.052,65.0,,Specific Gravity,BIAB,0.35,20.0,,,,False
12222,Cascade grenade,/homebrew/recipe/view/210247/cascade-grenade,148,60.0,1.065,1.023,5.53,53.94,29.39,70.0,60,1.056,75.0,2.5,Specific Gravity,All Grain,0.35,20.0,,,,False
3012,Czech Pilsener,/homebrew/recipe/view/322858/czech-pilsener,50,20.82,1.061,1.016,6.0,43.74,3.74,28.39,60,1.045,70.0,1.5,Specific Gravity,All Grain,,11.11,,,,False
